field.gps.latitude,field.gps.longitude,field.gps.altitude
39.9560080178,116.314892086,54.743
39.9560031523,116.31489166,54.781
39.9559982325,116.314891315,54.801
39.955993221,116.314890963,54.773
39.9559880458,116.314890698,54.711
39.9559830425,116.314890381,54.71
39.9559779267,116.314890083,54.716
39.9559727298,116.314889722,54.73
39.955967563,116.314889539,54.733
39.9559624577,116.314889355,54.739
39.955957158,116.314889042,54.726
39.9559519807,116.314888858,54.733
39.9559467152,116.314888723,54.734
39.9559416025,116.314888601,54.764
39.9559363013,116.314888486,54.754
39.9559310797,116.314888281,54.752
39.9559258872,116.314888178,54.785
39.9559207352,116.314887999,54.759
39.9559154843,116.314887615,54.781
39.9559103455,116.314887391,54.79
39.9559052723,116.314887043,54.785
39.9559003192,116.314886749,54.789
39.9558953472,116.314886264,54.779
39.9558905903,116.314885754,54.733
39.955885669,116.314885135,54.875
39.9558809387,116.314884315,54.856
39.9558761778,116.314883509,54.887
39.9558714978,116.314882455,54.911
39.9558670322,116.314881409,54.868
39.9558623922,116.314880391,54.935
39.9558580962,116.314878807,54.839
39.9558537723,116.314877427,54.876
39.9558493908,116.314876057,54.884
39.955845342,116.314873966,54.861
39.955841194,116.314872152,54.862
39.9558371738,116.314870148,54.884
39.9558334788,116.31486776,54.866
39.9558296975,116.314865511,54.893
39.9558262445,116.314863275,54.856
39.9558226965,116.314860533,54.901
39.9558192445,116.314857874,54.909
39.955816183,116.314854879,54.842
39.9558131297,116.314851953,54.843
39.9558102877,116.31484883,54.835
39.9558074502,116.314845641,54.828
39.955804705,116.314842393,54.84
39.9558022058,116.314839219,54.862
39.9557999383,116.31483615,54.863
39.9557979557,116.314832194,54.844
39.9557958152,116.31482899,54.877
39.9557941667,116.314825236,54.815
39.9557924483,116.314821667,54.876
39.9557908208,116.31481837,54.901
39.9557893725,116.314814551,54.913
39.955788422,116.314810992,54.782
39.9557872053,116.314807543,54.824
39.9557863435,116.314803888,54.792
39.9557853907,116.314800408,54.846
39.9557847508,116.314796754,54.791
39.9557842242,116.314793117,54.769
39.9557837147,116.314789668,54.779
39.9557832763,116.314786506,54.803
39.9557828648,116.31478343,54.827
39.9557827963,116.314779827,54.797
39.9557826207,116.314776774,54.844
39.955782636,116.314773403,54.794
39.9557826517,116.314770361,54.801
39.9557826203,116.314767049,54.787
39.9557827603,116.314764085,54.821
39.9557829252,116.314761286,54.82
39.9557830568,116.314757833,54.798
39.9557834688,116.314754929,54.798
39.955783645,116.31475209,54.808
39.9557839978,116.314749047,54.777
39.9557841702,116.314746162,54.753
39.9557845112,116.314743419,54.77
39.9557848273,116.314740612,54.74
39.9557851545,116.314737786,54.748
39.955785573,116.314734996,54.716
39.955785929,116.314731815,54.706
39.9557862107,116.314729353,54.734
39.9557863438,116.314726689,54.747
39.9557867127,116.31472372,54.715
39.9557870335,116.314720927,54.759
39.9557874912,116.314717955,54.797
39.9557877412,116.314715207,54.816
39.9557880287,116.314712347,54.831
39.9557883938,116.314709546,54.82
39.9557887957,116.314706856,54.794
39.955788973,116.314704022,54.817
39.955789296,116.314701221,54.788
39.9557895583,116.31469868,54.748
39.9557897413,116.314695837,54.763
39.9557899625,116.314693152,54.767
39.955790027,116.314690587,54.796
39.9557902177,116.314688021,54.755
39.9557903585,116.314685532,54.778
39.9557903638,116.314683098,54.801
39.955790532,116.314680933,54.778
39.9557905715,116.314678884,54.78
39.9557905133,116.314676924,54.784
39.9557905582,116.314675447,54.776
39.9557906175,116.314673939,54.776
39.9557905615,116.314672452,54.77
39.9557905917,116.314671341,54.81
39.9557904968,116.314670084,54.801
39.9557904272,116.314669436,54.824
39.9557906228,116.314668753,54.776
39.9557905543,116.314668328,54.801
39.9557904858,116.314668181,54.796
39.9557905607,116.314668161,54.78
39.9557905198,116.314668281,54.807
39.9557905335,116.314668289,54.819
39.9557905428,116.314668131,54.811
39.9557905182,116.314668214,54.813
39.9557905867,116.314668273,54.768
39.9557906322,116.314668253,54.765
39.955790608,116.314668258,54.766
39.9557905915,116.314668295,54.766
39.9557906143,116.31466825,54.771
39.955790625,116.314668276,54.761
39.9557906387,116.314668269,54.76
39.9557906718,116.314668327,54.755
39.9557906463,116.314668278,54.751
39.9557906323,116.314668275,54.76
39.9557905592,116.314668241,54.78
39.9557905588,116.31466821,54.784
39.9557905728,116.314668266,54.78
39.9557906123,116.31466826,54.768
39.955790561,116.314668201,54.784
39.9557905698,116.314668208,54.785
39.955790584,116.314668247,54.776
39.9557905767,116.314668225,54.781
39.9557905638,116.314668257,54.776
39.9557905607,116.314668272,54.777
39.9557905793,116.314668226,54.78
39.9557905745,116.314668265,54.776
39.9557905833,116.314668244,54.784
39.9557905983,116.314668258,54.776
39.9557905962,116.314668257,54.777
39.955790588,116.314668229,54.783
39.9557905842,116.31466825,54.78
39.955790606,116.314668243,54.778
39.9557905747,116.314668259,54.777
39.955790567,116.314668259,54.785
39.9557905803,116.314668254,54.785
39.955790592,116.314668225,54.785
39.9557905632,116.314668259,54.779
39.9557905457,116.314668258,54.791
39.9557906167,116.31466823,54.775
39.9557905605,116.314668225,54.786
39.9557905695,116.31466826,54.783
39.9557906307,116.314668218,54.778
39.9557905927,116.314668253,54.779
39.9557905867,116.314668247,54.771
39.9557905655,116.31466827,54.77
39.955790623,116.314668256,54.762
39.9557905913,116.314668267,54.769
39.9557905787,116.314668235,54.77
39.9557905743,116.314668263,54.772
39.955790595,116.314668259,54.767
39.9557905692,116.314668249,54.77
39.9557905523,116.314668243,54.768
39.955790586,116.314668266,54.766
39.955790572,116.314668227,54.777
39.9557905088,116.314668194,54.78
39.9557905405,116.314668251,54.772
39.9557905785,116.314668202,54.767
39.955790545,116.314668217,54.777
39.9557905568,116.314668226,54.773
39.9557905658,116.314668213,54.769
39.9557905463,116.314668255,54.78
39.9557905587,116.314668183,54.771
39.9557905378,116.31466824,54.775
39.9557905743,116.314668207,54.775
39.9557906035,116.314668221,54.769
39.9557906247,116.314668221,54.766
39.9557905795,116.31466828,54.776
39.9557906073,116.314668207,54.771
39.9557906082,116.314668251,54.767
39.955790573,116.314668253,54.771
39.9557906093,116.314668238,54.769
39.955790617,116.314668255,54.767
39.9557906045,116.314668209,54.765
39.9557905862,116.314668243,54.769
39.9557906443,116.314668257,54.762
39.9557906378,116.314668214,54.758
39.9557906235,116.31466826,54.762
39.9557906345,116.314668235,54.76
39.9557906352,116.314668243,54.758
39.9557906612,116.314668223,54.76
39.9557906653,116.314668222,54.755
39.9557906675,116.314668227,54.754
39.9557906188,116.314668229,54.763
39.9557906717,116.314668225,54.755
39.95579064,116.314668248,54.761
39.9557906573,116.314668236,54.759
39.9557905963,116.314668265,54.775
39.9557905627,116.314668315,54.772
39.9557906272,116.314668278,54.773
39.9557906078,116.314668302,54.766
39.9557905838,116.314668301,54.772
39.9557906102,116.314668285,54.771
39.9557905912,116.314668308,54.774
39.9557905813,116.314668278,54.77
39.9557905785,116.314668269,54.776
39.9557905897,116.314668259,54.777
39.9557905518,116.314668276,54.775
39.9557905667,116.314668263,54.772
39.955790583,116.314668276,54.772
39.9557905898,116.314668243,54.777
39.9557905502,116.314668273,54.775
39.955790571,116.314668298,54.776
39.9557905875,116.314668225,54.771
39.9557905963,116.314668314,54.778
39.9557906778,116.314668228,54.762
39.9557906702,116.314668212,54.766
39.955790645,116.314668207,54.767
39.9557906397,116.314668195,54.768
39.9557906623,116.314668224,54.771
39.9557906632,116.314668205,54.764
39.955790662,116.314668204,54.761
39.955790667,116.314668239,54.772
39.9557907083,116.314668235,54.761
39.955790666,116.314668176,54.758
